0	2
0	7
0	9
0	11
0	16
0	31
0	45
0	47
1	13
1	17
1	21
1	22
1	34
1	37
1	39
1	46
2	0
2	6
2	7
2	9
2	11
2	14
2	16
2	20
2	31
2	47
2	49
3	12
3	17
3	21
3	22
3	30
3	32
3	33
3	37
3	42
3	46
4	10
4	15
4	18
4	29
4	32
4	33
4	38
4	42
5	8
5	19
5	24
5	26
5	27
5	28
5	40
5	43
5	44
5	45
5	48
6	2
6	11
6	14
6	16
6	20
6	41
6	47
6	49
7	0
7	2
7	9
7	11
7	16
7	19
7	24
7	31
7	35
7	44
7	45
7	47
8	5
8	24
8	26
8	27
8	28
8	40
8	43
8	48
9	0
9	2
9	7
9	11
9	16
9	25
9	31
9	35
9	36
9	45
9	47
10	4
10	12
10	15
10	18
10	29
10	30
10	32
10	33
10	38
10	42
11	0
11	2
11	6
11	7
11	9
11	14
11	16
11	23
11	25
11	31
11	35
11	36
11	45
11	47
12	3
12	10
12	15
12	17
12	22
12	30
12	32
12	33
12	37
12	42
12	46
13	1
13	17
13	21
13	22
13	34
13	37
13	39
13	46
14	2
14	6
14	11
14	16
14	20
14	23
14	41
14	47
14	49
15	4
15	10
15	12
15	18
15	29
15	30
15	32
15	33
15	38
15	42
16	0
16	2
16	6
16	7
16	9
16	11
16	14
16	20
16	23
16	25
16	31
16	36
16	41
16	47
16	49
17	1
17	3
17	12
17	13
17	21
17	22
17	34
17	37
17	39
17	46
18	4
18	10
18	15
18	29
18	30
18	32
18	33
18	38
18	42
19	5
19	7
19	27
19	31
19	35
19	36
19	44
19	45
20	2
20	6
20	14
20	16
20	41
20	46
20	47
20	49
21	1
21	3
21	13
21	17
21	22
21	34
21	37
21	39
21	46
22	1
22	3
22	12
22	13
22	17
22	21
22	34
22	37
22	39
22	46
23	11
23	14
23	16
23	25
23	36
23	41
23	47
23	49
24	5
24	7
24	8
24	27
24	28
24	43
24	44
24	48
25	9
25	11
25	16
25	23
25	31
25	35
25	36
25	41
25	47
26	5
26	8
26	27
26	28
26	40
26	43
26	44
26	48
27	5
27	8
27	19
27	24
27	26
27	28
27	40
27	43
27	44
27	45
27	48
28	5
28	8
28	24
28	26
28	27
28	40
28	43
28	44
28	48
29	4
29	10
29	15
29	18
29	32
29	33
29	38
29	42
30	3
30	10
30	12
30	15
30	18
30	32
30	33
30	37
30	38
30	42
31	0
31	2
31	7
31	9
31	11
31	16
31	19
31	25
31	35
31	36
31	45
31	47
32	3
32	4
32	10
32	12
32	15
32	18
32	29
32	30
32	33
32	37
32	38
32	42
33	3
33	4
33	10
33	12
33	15
33	18
33	29
33	30
33	32
33	38
33	42
34	1
34	13
34	17
34	21
34	22
34	37
34	39
34	46
35	7
35	9
35	11
35	19
35	25
35	31
35	36
35	45
35	47
36	9
36	11
36	16
36	19
36	23
36	25
36	31
36	35
36	45
36	47
37	1
37	3
37	12
37	13
37	17
37	21
37	22
37	30
37	32
37	34
37	39
37	42
37	46
38	4
38	10
38	15
38	18
38	29
38	30
38	32
38	33
38	42
39	1
39	13
39	17
39	21
39	22
39	34
39	37
39	46
40	5
40	8
40	26
40	27
40	28
40	43
40	44
40	48
41	6
41	14
41	16
41	20
41	23
41	25
41	47
41	49
42	3
42	4
42	10
42	12
42	15
42	18
42	29
42	30
42	32
42	33
42	37
42	38
43	5
43	8
43	24
43	26
43	27
43	28
43	40
43	44
43	48
44	5
44	7
44	19
44	24
44	26
44	27
44	28
44	40
44	43
44	45
45	0
45	5
45	7
45	9
45	11
45	19
45	27
45	31
45	35
45	36
45	44
46	1
46	3
46	12
46	13
46	17
46	20
46	21
46	22
46	34
46	37
46	39
47	0
47	2
47	6
47	7
47	9
47	11
47	14
47	16
47	20
47	23
47	25
47	31
47	35
47	36
47	41
47	49
48	5
48	8
48	24
48	26
48	27
48	28
48	40
48	43
49	2
49	6
49	14
49	16
49	20
49	23
49	41
49	47
