0	6
0	8
0	18
0	19
0	22
0	23
0	26
0	29
1	2
1	7
1	10
1	12
1	13
1	16
1	17
1	22
1	28
2	1
2	7
2	10
2	12
2	13
2	16
2	17
2	18
2	20
2	22
2	26
2	28
3	4
3	5
3	8
3	9
3	11
3	14
3	15
3	20
3	21
3	25
3	27
4	3
4	8
4	11
4	14
4	15
4	17
4	19
4	22
4	23
4	25
4	26
4	27
5	3
5	9
5	11
5	14
5	21
5	24
5	25
5	27
6	0
6	8
6	15
6	19
6	23
6	24
6	26
6	29
7	1
7	2
7	9
7	10
7	12
7	16
7	17
7	20
8	0
8	3
8	4
8	6
8	11
8	14
8	15
8	17
8	19
8	21
8	22
8	23
8	24
8	26
8	27
8	29
9	3
9	5
9	7
9	10
9	11
9	12
9	14
9	16
9	20
9	25
10	1
10	2
10	7
10	9
10	12
10	16
10	17
10	20
11	3
11	4
11	5
11	8
11	9
11	14
11	15
11	17
11	21
11	23
11	25
11	26
11	27
12	1
12	2
12	7
12	9
12	10
12	16
12	17
12	20
13	1
13	2
13	17
13	18
13	22
13	23
13	26
13	28
14	3
14	4
14	5
14	8
14	9
14	11
14	15
14	17
14	19
14	21
14	22
14	23
14	25
14	26
14	27
15	3
15	4
15	6
15	8
15	11
15	14
15	17
15	19
15	21
15	22
15	23
15	25
15	26
15	27
15	29
16	1
16	2
16	7
16	9
16	10
16	12
16	17
16	20
17	1
17	2
17	4
17	7
17	8
17	10
17	11
17	12
17	13
17	14
17	15
17	16
17	18
17	22
17	23
17	26
17	27
17	28
18	0
18	2
18	13
18	17
18	22
18	23
18	26
18	28
19	0
19	4
19	6
19	8
19	14
19	15
19	23
19	24
19	26
19	27
19	29
20	2
20	3
20	7
20	9
20	10
20	12
20	16
20	25
21	3
21	5
21	8
21	11
21	14
21	15
21	24
21	25
21	27
22	0
22	1
22	2
22	4
22	8
22	13
22	14
22	15
22	17
22	18
22	23
22	26
22	28
23	0
23	4
23	6
23	8
23	11
23	13
23	14
23	15
23	17
23	18
23	19
23	22
23	24
23	26
23	27
23	28
23	29
24	5
24	6
24	8
24	19
24	21
24	23
24	27
24	29
25	3
25	4
25	5
25	9
25	11
25	14
25	15
25	20
25	21
25	27
26	0
26	2
26	4
26	6
26	8
26	11
26	13
26	14
26	15
26	17
26	18
26	19
26	22
26	23
26	27
26	28
26	29
27	3
27	4
27	5
27	8
27	11
27	14
27	15
27	17
27	19
27	21
27	23
27	24
27	25
27	26
28	1
28	2
28	13
28	17
28	18
28	22
28	23
28	26
29	0
29	6
29	8
29	15
29	19
29	23
29	24
29	26
