3.973112325184047222e-04,4.706736334014749445e-08,5.887164661544375122e-06,5.863261776539729908e-06,9.995909333229064941e-01,5.444785247665784311e-13
3.491323496973564033e-08,3.832363290712237358e-06,9.944031238555908203e-01,6.150875919708198580e-10,5.590014159679412842e-03,2.866939894374809228e-06
9.779966473579406738e-01,9.361804664820283506e-10,1.133231108951804345e-07,1.647300552576780319e-03,2.035594359040260315e-02,6.744368518524224143e-13
8.555053341297025327e-07,9.009246714413166046e-04,9.819790124893188477e-01,6.808136987501711701e-08,1.692784205079078674e-02,1.912804000312462449e-04
1.445749658159911633e-03,8.705601096153259277e-03,9.578390717506408691e-01,4.653841606341302395e-04,2.212605625391006470e-02,9.418126195669174194e-03
1.828011823818087578e-03,4.861190449446439743e-03,6.236405880599704687e-08,9.933104515075683594e-01,4.680287091218815476e-08,2.448817610911646625e-07
5.915257334709167480e-01,5.054592833175775013e-08,1.147881903307279572e-06,4.596752580255270004e-03,4.038763046264648438e-01,6.227255581851831590e-13
7.484247817046707496e-07,2.367024682462215424e-02,1.443171687424182892e-02,2.832480504366685636e-06,1.708119583554434939e-07,9.618942737579345703e-01
5.249717105471063405e-09,5.450883181765675545e-04,4.177563823759555817e-05,1.437020547001566229e-08,7.855190456429461676e-12,9.994131326675415039e-01
5.249717105471063405e-09,5.450883181765675545e-04,4.177563823759555817e-05,1.437020547001566229e-08,7.855190456429461676e-12,9.994131326675415039e-01
1.897224137792363763e-04,9.937328696250915527e-01,5.873337504453957081e-04,2.160702832043170929e-03,5.468726158142089844e-06,3.323772689327597618e-03
1.897224137792363763e-04,9.937328696250915527e-01,5.873337504453957081e-04,2.160702832043170929e-03,5.468726158142089844e-06,3.323772689327597618e-03
4.644325457547893166e-08,2.017477340996265411e-02,4.923152118863072246e-06,1.475629346714413259e-06,3.681361855981113429e-13,9.798187017440795898e-01
1.175410397991072387e-05,7.931078471301589161e-06,1.578049361705780029e-02,1.062350179381610360e-06,9.841986894607543945e-01,4.000112951985101972e-08
9.981562495231628418e-01,4.719016843957035690e-11,1.793025283802762715e-09,1.642367569729685783e-03,2.012916665989905596e-04,1.480922758826264812e-14
1.378271917928941548e-05,3.005594635396846570e-07,3.146362723782658577e-03,8.318681352648127358e-07,9.968386888504028320e-01,3.011335625302535846e-09
9.599980711936950684e-01,1.900094481754877052e-08,7.688040426501174807e-08,9.100865572690963745e-03,3.090093471109867096e-02,1.670438689715253444e-13
1.732605596771463752e-04,8.275410532951354980e-01,1.651392132043838501e-01,1.167394337244331837e-03,4.009148571640253067e-03,1.969894394278526306e-03
2.488002181053161621e-03,3.167277574539184570e-02,1.121302557294256985e-05,1.694922298192977905e-01,1.719665743138421021e-09,7.963357567787170410e-01
