1.182276605504739564e-06,7.074473614920862019e-06,4.926012479700148106e-06,9.993877410888671875e-01,5.991355865262448788e-04,7.086978139753119521e-12
1.800990685296710581e-05,9.939071536064147949e-01,8.249675942373357884e-11,6.058479659259319305e-03,1.077502531643403927e-07,1.625755066925194114e-05
2.067396991378700477e-07,5.653062657984264661e-07,1.512055634520947933e-03,2.712525986135005951e-02,9.713618159294128418e-01,5.738172957625575776e-12
3.753983182832598686e-04,9.762545824050903320e-01,5.862709429038659437e-09,2.284270338714122772e-02,1.941372829605825245e-06,5.254196585156023502e-04
1.374373771250247955e-02,9.486163854598999023e-01,1.351518876617774367e-04,2.551598660647869110e-02,1.464343396946787834e-03,1.052442193031311035e-02
3.613884560763835907e-03,1.628231949268865719e-08,9.960059523582458496e-01,6.268727203995183572e-10,3.800234699156135321e-04,5.177096795705438126e-08
2.897167405535583384e-06,2.064419732050737366e-06,4.925589077174663544e-03,3.611828386783599854e-01,6.338865756988525391e-01,6.199177022409019244e-12
1.688560005277395248e-03,1.160935312509536743e-02,4.571207767867235816e-08,4.600088132633572968e-08,1.185112523671705276e-07,9.867019057273864746e-01
7.076478214003145695e-04,1.666937168920412660e-04,2.574491286821967151e-09,4.426776653576602882e-11,5.383096635114270612e-09,9.991256594657897949e-01
7.076478214003145695e-04,1.666937168920412660e-04,2.574491286821967151e-09,4.426776653576602882e-11,5.383096635114270612e-09,9.991256594657897949e-01
9.844271540641784668e-01,1.896497095003724098e-03,3.174411831423640251e-03,2.100388337566982955e-05,6.355911609716713428e-04,9.845379739999771118e-03
9.844271540641784668e-01,1.896497095003724098e-03,3.174411831423640251e-03,2.100388337566982955e-05,6.355911609716713428e-04,9.845379739999771118e-03
5.485334992408752441e-02,1.778697333065792918e-05,6.092720923334127292e-07,1.521252741831791155e-12,4.172033385430040653e-08,9.451282024383544922e-01
4.178933886578306556e-05,1.323171984404325485e-02,4.334348489010153571e-07,9.867064356803894043e-01,1.943788811331614852e-05,1.805536840038257651e-07
