177.821192	5.900662
231.103896	63.714286
143.635802	87.179012
193.582734	69.043165
76.777778	219.692308
141.329670	10.648352
187.190476	13.081633
207.568807	52.422018
251.308824	227.213235
127.881579	24.118421
77.312217	108.624434
22.239130	65.076087
151.474138	24.965517
118.738806	153.776119
227.346667	8.253333
13.238994	119.345912
5.482759	212.862069
215.463768	249.210145
85.558140	121.813953
104.462264	48.594340
230.526718	102.465649
146.003636	166.065455
90.000000	239.330189
3.944954	36.541284
193.423358	121.408759
192.467742	197.274194
27.230769	228.923077
48.930348	138.910448
125.970803	115.759124
87.732673	208.623762
24.037879	145.174242
120.961165	235.213592
202.366013	87.215686
33.801653	4.859504
82.500000	3.000000
179.026490	229.867550
11.313187	205.917582
14.846847	5.378378
37.160550	171.807339
