54.742857	182.714286
90.849057	13.018868
87.000000	1.878788
133.034483	33.045977
26.774648	204.098592
147.702381	5.904762
14.539130	199.443478
99.296296	10.796296
87.103448	62.954023
118.261364	13.477273
103.674699	39.325301
178.840909	5.500000
86.500000	7.340000
56.500000	226.500000
62.695652	172.086957
20.653846	159.076923
44.095238	201.809524
207.078947	190.868421
82.905405	44.391892
142.206897	30.839080
119.794521	177.863014
50.771429	231.285714
68.068966	24.241379
49.000000	238.500000
63.265306	195.857143
65.705882	46.549020
84.363636	23.545455
102.861111	182.041667
14.655172	131.741379
28.854839	177.451613
47.603960	22.485149
75.836735	53.775510
185.200000	251.857143
27.033708	233.814607
8.859375	217.609375
50.130000	52.710000
68.000000	54.000000
82.000000	186.957447
